id,name,description,enabled,verify_email,remember_me
682,Tampflex,"Dilate Esophageal Vein w Intralum Dev, Perc Endo",false,true,false
683,Ronstring,"Excision of Bilateral Epididymis, Open Approach, Diagnostic",true,false,true
684,Namfix,"Release Hymen, Via Natural or Artificial Opening Endoscopic",true,false,true
685,Ventosanzap,"Division of Left Acetabulum, Perc Endo Approach",false,false,true
686,Cookley,"Drainage of Amniotic Fluid, Diagnostic from POC, Via Opening",true,true,true
687,Zaam-Dox,"Insert Infusion Dev in Cisterna Chyli, Perc Endo",false,false,false
688,Zoolab,"Restriction of R Ulnar Art with Intralum Dev, Open Approach",false,false,true
689,Wrapsafe,"Fusion R Metatarsophal Jt w Nonaut Sub, Perc Endo",true,false,false
690,Temp,"Reposition Left Toe Phalanx, Open Approach",false,true,true
691,Overhold,"Fluoroscopy of Lumbar Art using Oth Contrast, Laser Intraop",false,false,true
692,Flexidy,"Dilation of L Radial Art with 4+ Intralum Dev, Perc Approach",true,false,true
693,Zoolab,"Excision of Left Sphenoid Sinus, Perc Approach, Diagn",false,false,true
694,Bigtax,"Occlusion of Pelvis Lymph with Intralum Dev, Open Approach",true,true,false
695,Keylex,"Drainage of L Temporomandib Jt, Open Approach, Diagn",false,false,true
696,Aerified,"Revision of Synth Sub in Tricusp Valve, Open Approach",false,false,true
697,Bitchip,"Drain of L Up Extrem Bursa/Lig with Drain Dev, Open Approach",true,true,false
698,Holdlamis,"Supplement Bi Sperm Cord with Synth Sub, Open Approach",false,false,false
699,Latlux,Muscle Perform Assess Neuro Low Back/LE w Prosthesis,true,false,false
700,Latlux,"Destruction of Left Femoral Vein, Open Approach",false,false,true
701,Veribet,"Drainage of Small Intestine, Percutaneous Approach",false,false,true
702,Fix San,"Drainage of Right External Jugular Vein, Perc Approach",false,true,true
703,Konklux,"Extirpation of Matter from Facial Nerve, Open Approach",false,true,true
704,Alphazap,"Insertion of Defib Lead into L Ventricle, Open Approach",true,false,true
705,Flexidy,"Fusion of Thor Jt, Post Appr A Col, Perc Endo Approach",true,false,true
706,Job,"Dilation of Uterus, Open Approach",false,true,true
707,Temp,"Drainage of Cystic Duct with Drainage Device, Via Opening",true,false,false
708,Bitchip,"Revise Tissue Expander in Trunk Subcu/Fascia, Extern",false,false,false
709,Bytecard,"Replace of R Retinal Vessel with Autol Sub, Perc Approach",true,true,true
710,Prodder,"Supplement R Ventricle with Nonaut Sub, Perc Endo Approach",true,false,false
711,Tin,Nonimag Nucl Med Prob of Pelvic Region using Indium 111,false,false,true
712,Bitwolf,"Release Left Retinal Vessel, Percutaneous Approach",true,false,false
713,Bytecard,"Excision of Nose, Percutaneous Approach",false,false,true
714,Matsoft,"Drainage of Right Nipple with Drainage Device, Open Approach",false,false,true
715,Sonair,"Supplement Lingula Bronchus with Autol Sub, Open Approach",true,true,false
716,Duobam,"Destruction of Right Finger Phalanx, Percutaneous Approach",true,false,true
717,Y-Solowarm,Computerized Tomography (CT Scan) of Left Renal Vein,true,false,true
718,Greenlam,"Drainage of L Low Extrem Lymph, Perc Endo Approach, Diagn",true,false,false
719,Holdlamis,"Extirpate of Matter from L Axilla Art, Bifurc, Perc Approach",true,true,false
720,Namfix,"Restrict of L Com Carotid with Extralum Dev, Perc Approach",true,false,true
721,Asoka,"Revision of Monitoring Device in Cranial Nrv, Open Approach",true,false,true
722,Konklab,"Replace L Knee Jt, Tibial w Synth Sub, Uncement, Open",false,true,false
723,Aerified,"Dilate L Int Mamm Art, Bifurc, w Drug-elut Intra, Perc",true,true,false
724,Hatity,"Drainage of Left Lower Leg, Percutaneous Approach, Diagn",true,true,false
725,Treeflex,"Bypass L Int Iliac Art to Foot Art w Synth Sub, Perc Endo",true,true,false
726,Bigtax,"Repair Bilateral Spermatic Cords, Perc Endo Approach",false,true,true
727,Span,"Excision of Left Shoulder Muscle, Open Approach",false,true,false
728,Duobam,"Restrict of R Parotid Duct with Intralum Dev, Perc Approach",false,false,false
729,Overhold,"Drainage of R Subclav Art with Drain Dev, Perc Approach",false,false,false
730,Transcof,"Repair Cervicothoracic Vertebral Joint, Open Approach",false,true,false
731,Flowdesk,"Revision of Autol Sub in L Toe Phalanx, Perc Endo Approach",false,false,true
732,Fixflex,"Release Chordae Tendineae, Percutaneous Approach",true,false,false
733,Zamit,"Drainage of R Trunk Bursa/Lig, Perc Endo Approach, Diagn",false,false,false
734,Tres-Zap,"Occlusion Com Bile Duct w Extralum Dev, Perc Endo",true,false,true
735,Sonsing,"Insertion of Intralum Dev into Celiac Art, Open Approach",false,false,false
736,Alphazap,"Revision of Feeding Device in Lower Intestinal Tract, Endo",true,true,false
737,Stim,"Removal of Autol Sub from L Tarsal, Open Approach",true,false,true
738,Trippledex,Voice Prosthetic Assessment using Voice Analysis Equipment,false,false,false
739,Bamity,"Placement, Anatomical Regions, Removal",false,false,true
740,Tres-Zap,"Revision of Drainage Device in L Carpal Jt, Perc Approach",false,false,false
741,Lotlux,"Excision of Left Eustachian Tube, Via Opening",true,false,false
742,Bitchip,"Dilate R Ext Carotid, Bifurc, w 4+ Intralum Dev, Open",true,true,false
743,Lotlux,"Drainage of R Subclav Art with Drain Dev, Open Approach",false,false,true
744,Fintone,"Excision of Middle Colic Artery, Open Approach",false,true,false
745,Y-find,"Supplement L Low Arm & Wrist Muscle w Autol Sub, Open",false,true,false
746,Regrant,"Supplement Right Lower Femur with Autol Sub, Open Approach",false,true,true
747,Ventosanzap,"Excision of Left Sacroiliac Joint, Perc Endo Approach",false,true,true
748,Bytecard,"Destruction of Left Hip Muscle, Perc Endo Approach",false,true,false
749,Asoka,"Inspection of Liver, Percutaneous Endoscopic Approach",true,true,true
750,Greenlam,"Occlusion of Jejunum with Extraluminal Device, Perc Approach",true,false,true
751,Bigtax,"Reposition Hepatic Vein, Open Approach",true,true,false
752,Home Ing,"Revision of Autol Sub in Up Intest Tract, Via Opening",true,false,true
753,Bitchip,"Dilation of Mid Colic Art with Intralum Dev, Open Approach",true,true,false
754,Fix San,"Excision of Pons, Percutaneous Approach",true,false,true
755,Mat Lam Tam,"Introduce Oth Antineoplastic in Bone Marrow, Perc",false,false,false
756,Fixflex,"Removal of Drainage Device from Left Breast, Open Approach",false,true,false
757,Opela,"Occlusion of R Parotid Duct with Extralum Dev, Open Approach",false,true,true
758,Hatity,"Supplement L Hand Bursa/Lig w Nonaut Sub, Perc Endo",true,true,false
759,Lotstring,"Replace L Hand Skin w Nonaut Sub, Full Thick, Extern",false,true,true
760,Mat Lam Tam,"Supplement Left External Ear with Synth Sub, Open Approach",true,true,false
761,Veribet,"Release Left Abdomen Tendon, Perc Endo Approach",true,false,false
762,Solarbreeze,"Inspection of Lumbar Vertebral Disc, Open Approach",true,true,true
763,Aerified,"Bypass Pulm Trunk from Subclav with Autol Vn, Open Approach",false,true,false
764,Kanlam,"Drain of R Hepatic Duct with Drain Dev, Perc Endo Approach",false,false,true
765,Job,"Repair Right Trunk Bursa and Ligament, Open Approach",true,true,true
766,Fix San,"Release Adenoids, Percutaneous Approach",true,false,true
767,Bytecard,"Bypass L Axilla Art to R Low Leg Art w Synth Sub, Open",true,true,false
768,Fixflex,"Extirpation of Matter from L Int Mamm Art, Perc Approach",true,false,false
769,Asoka,"Bypass Right Vas Deferens to Right Epididymis, Open Approach",true,false,true
770,Zathin,"Alteration of Bilateral Breast with Autol Sub, Open Approach",true,true,false
771,Namfix,"Supplement Thor Aorta Asc w Nonaut Sub, Perc Endo",true,true,true
772,Veribet,"Supplement Lum Disc with Nonaut Sub, Open Approach",true,false,false
773,Sub-Ex,CT Scan of R Low Extrem Art using Oth Contrast,true,false,false
774,Lotlux,"Bypass R Fem Art to B Femor A with Synth Sub, Open Approach",false,false,true
775,Bytecard,"Drainage of Right Ureter, Open Approach, Diagnostic",true,true,false
776,Fintone,"Insertion of Infusion Device into Occip Jt, Perc Approach",false,false,true
777,Redhold,"Revision of Extralum Dev in Salivary Gland, Extern Approach",true,false,false
778,Sonsing,"Division of Hypoglossal Nerve, Perc Endo Approach",true,true,true
779,Aerified,"Supplement Cerv Jt with Autol Sub, Open Approach",false,false,false
780,Treeflex,Tomo Nucl Med Imag of Abd & Pelvis using Iodine 123,false,false,false
781,Cardify,"Destruction of Bi Seminal Vesicle, Perc Endo Approach",true,false,false
782,Ventosanzap,"Excision of Larynx, Open Approach, Diagnostic",true,false,false
783,Bytecard,"Supplement R Post Tib Art with Autol Sub, Perc Approach",true,true,true
784,Bytecard,"Resection of Pharynx, Open Approach",true,true,true
785,Tempsoft,"Change Drainage Device in Lymphatic, External Approach",false,true,true
786,Viva,"Drainage of Left Foot Vein with Drain Dev, Perc Approach",false,true,false
787,Konklux,"Transfer Facial Nerve to Acoustic Nerve, Perc Endo Approach",false,false,true
788,Ventosanzap,"Repair Right Lower Femur, Percutaneous Endoscopic Approach",true,false,true
789,Mat Lam Tam,Plain Radiography of Left Renal Vein using L Osm Contrast,false,false,false
790,Biodex,"Excision of Soft Palate, External Approach",true,false,true
791,Prodder,Muscle Performance Assessment of GU Sys using Orthosis,false,true,false
792,Konklux,"Removal of Synth Sub from C-thor Jt, Perc Endo Approach",true,true,false
793,Y-find,"Revision of Autol Sub in R Metacarpophal Jt, Perc Approach",true,false,false
794,It,"Removal of Radioactive Element from Abd Wall, Perc Approach",false,true,true
795,Pannier,"Bypass Mid Esophag to Jejunum with Autol Sub, Open Approach",false,false,true
796,Veribet,"Restrict R Less Saphenous w Extralum Dev, Perc Endo",false,true,false
797,Tempsoft,"Destruction of Left External Auditory Canal, Extern Approach",false,true,true
798,Stim,"Introduction of Other Anti-infective into GU Tract, Endo",true,true,true
799,Tresom,"Revision of Autol Sub in L Wrist Jt, Perc Approach",true,true,true
800,Alphazap,"Reposition Right Radius with Int Fix, Perc Endo Approach",true,false,true
801,Redhold,Removal of Brace on Right Hand,false,false,false
802,It,"Destruction of Right Subclavian Artery, Perc Endo Approach",false,true,true
803,Sub-Ex,Removal of Traction Apparatus on Right Lower Leg,true,true,true
804,Overhold,"Extirpate matter from L Low Lobe Bronc, Perc Endo",false,false,false
805,Greenlam,"Dilation of R Thyroid Art with 3 Drug-elut, Perc Approach",true,false,false
806,Prodder,"Revision of Monitor Dev in Great Vessel, Perc Endo Approach",true,true,true
807,Ronstring,"Inspection of Left Pleural Cavity, Perc Endo Approach",true,false,false
808,Home Ing,"Dilation of R Brach Art with Drug-elut Intra, Open Approach",false,false,true
809,Cookley,"Supplement Neck with Autol Sub, Open Approach",true,false,false
810,Stringtough,Muscle Performance Treatment of Neuro Body using Orthosis,false,true,true
811,Span,"Release Left Ventricle, Open Approach",true,true,true
812,Rank,"Excision of Right Axillary Lymphatic, Open Approach",true,false,true
813,Y-find,"Dilation of R Fem Art with 2 Drug-elut, Perc Endo Approach",false,false,true
814,Holdlamis,"Measurement of Venous Flow, Central, Percutaneous Approach",true,true,true
815,Mat Lam Tam,"Replacement of L Hip Jt with Ceramic, Cement, Open Approach",false,true,true
816,Stim,"Removal of Autol Sub from Epididymis/Sperm Cord, Endo",true,false,false
817,Sonsing,"Revision of Ext Fix in L Metatarsal, Perc Endo Approach",false,true,false
818,Latlux,"Restriction of Upper Esophagus, Open Approach",true,true,false
819,Kanlam,Exercise Treatment of Resp Body using Mech Equipment,false,false,true
820,Alphazap,Beam Radiation of Other Bone using Photons 1 - 10 MeV,false,false,true
821,Fixflex,"Repair Pineal Body, Percutaneous Approach",false,false,false
822,Wrapsafe,"Insert Intralum Dev in Inf Mesent Art, Perc Endo",false,true,true
823,Latlux,"Release Left Hip Bursa and Ligament, Perc Endo Approach",false,false,false
824,Zaam-Dox,Compression of Right Finger using Pressure Dressing,false,true,false
825,Greenlam,"Extirpation of Matter from Left Foot Skin, External Approach",true,false,false
826,Cardguard,"Dilate Low Art, Bifurc, w Drug-elut Intra, Open",true,true,true
827,It,"Transfer Trigeminal Nerve to Facial Nerve, Open Approach",false,false,true
828,Sonsing,"Excision of Left Carotid Body, Perc Endo Approach",true,true,true
829,Lotstring,"Dilation of L Fem Art with 3 Drug-elut, Perc Endo Approach",true,true,true
830,Fix San,"Extirpate matter from R Verteb Art, Bifurc, Perc Endo",false,true,true
831,Andalax,"Revision of Synth Sub in Lumsac Jt, Perc Endo Approach",true,false,false
832,It,"Bypass Bi Ureter to Ileocutan with Nonaut Sub, Open Approach",true,false,false
833,Home Ing,"Extirpation of Matter from Left Atrium, Perc Endo Approach",true,false,false
834,Hatity,"Drainage of Right Breast, External Approach, Diagnostic",false,true,false
835,Ronstring,"Restriction of Gastric Artery, Percutaneous Approach",true,false,false
836,Temp,"Revision of Synthetic Substitute in Pancreatic Duct, Endo",false,false,false
837,Cardify,"Dilate Abd Aorta, Bifurc, w Intralum Dev, Open",true,true,true
838,Sonsing,"Release Intracranial Vein, Percutaneous Approach",false,false,true
839,Cookley,"Removal of Int Fix from R Ankle Jt, Perc Approach",false,false,true
840,Asoka,"Destruction of Trigeminal Nerve, Percutaneous Approach",false,false,true
841,Veribet,"Release Right Large Intestine, Open Approach",false,false,false
842,Sonair,"Occlusion of L Fem Art with Intralum Dev, Perc Approach",true,true,false
843,Voyatouch,"Supplement Right Large Intestine with Synth Sub, Endo",true,false,false
844,Sub-Ex,Receptive/Express Lang Trmt w Assist Listen Equip,false,false,true
845,Span,"Revision of Synth Sub in R Clavicle, Perc Approach",false,false,true
846,Andalax,"Insertion of Monitor Dev into L Lobe Liver, Perc Approach",false,false,true
847,Viva,"Supplement Left Fibula with Nonaut Sub, Perc Approach",false,true,true
848,Redhold,"Revision of Nonaut Sub in R Finger Phalanx Jt, Perc Approach",true,false,true
849,Pannier,"Supplement Right 4th Toe with Synth Sub, Perc Endo Approach",true,false,false
850,Ronstring,"Revision of Synthetic Substitute in L Radius, Open Approach",false,true,true
851,Namfix,"Replacement of Hard Palate with Synth Sub, Extern Approach",false,false,false
852,Bitwolf,"Therapeutic Exercise Treatment of Neuro Head, Neck",true,false,false
853,Voyatouch,"Removal of Other Device from Upper Back, Perc Endo Approach",true,true,false
854,Zoolab,"Bypass Ileum to Sigm Colon w Nonaut Sub, Perc Endo",false,true,true
855,Regrant,"Destruction of Left Femoral Vein, Open Approach",false,false,true
856,Flowdesk,"Reposition R Femur Shaft with Ring Ext Fix, Perc Approach",false,true,false
857,Regrant,"Reposition Left Rib with Int Fix, Perc Endo Approach",false,false,false
858,Tampflex,"Supplement R Int Mamm Art with Autol Sub, Open Approach",false,false,false
859,Temp,"Inspection of Lower Muscle, External Approach",true,true,false
860,Cookley,Bathing/Showering Assessment using Prosthesis,false,false,true
861,Temp,"Release Toe Nail, External Approach",false,false,false
862,Daltfresh,"Replacement of L Int Mamm Art with Synth Sub, Open Approach",false,false,false
863,Namfix,"Dilation of Stomach with Intraluminal Device, Endo",true,false,false
864,Hatity,"Extirpation of Matter from Right Ovary, Perc Approach",true,true,true
865,Regrant,"Insertion of Intralum Dev into Abd Aorta, Perc Endo Approach",true,false,true
866,Voltsillam,"Division of Left Patella, Percutaneous Approach",false,true,true
867,Namfix,"Revision of Synth Sub in R Toe Phalanx Jt, Extern Approach",false,true,false
868,Flowdesk,Plain Radiography of L Low Extrem Lymph using H Osm Contrast,false,true,true
869,Viva,"Excision of Right Lower Arm and Wrist Tendon, Perc Approach",false,true,true
870,Ronstring,"Resection of Gallbladder, Percutaneous Endoscopic Approach",true,false,true
871,Stronghold,"Dilate R Temporal Art, Bifurc, w Drug-elut Intra, Perc Endo",false,false,false
872,Cookley,"Extraction of Nasal Septum, Percutaneous Endoscopic Approach",true,false,true
873,Holdlamis,"Bypass R Kidney Pelvis to Colon w Synth Sub, Open",true,true,false
874,Domainer,"Extirpation of Matter from Left Carpal Joint, Perc Approach",true,false,true
875,Biodex,"Dilation of L Innom Vein with Intralum Dev, Open Approach",false,false,false
876,Andalax,Change Cast on Left Foot,true,false,false
877,Zaam-Dox,"Repair Respiratory System in POC with Oth Dev, Endo",true,true,false
878,Trippledex,"Reposition Hard Palate, Open Approach",true,true,true
879,Stringtough,"Restriction of Ampulla of Vater with Intralum Dev, Endo",true,true,true
880,Holdlamis,"Drainage of Left Ethmoid Bone with Drain Dev, Perc Approach",true,true,false
881,Flexidy,"Replacement of Coccyx with Synth Sub, Open Approach",true,true,true
882,Latlux,"Revision of Infusion Device in Cerv Jt, Perc Endo Approach",true,true,true
883,Redhold,"Drainage of Right Upper Leg Muscle, Perc Endo Approach",false,true,false
884,Bamity,"Removal of Nonaut Sub from L Hip Jt, Perc Approach",false,true,false
885,Viva,"Release Right Metacarpophalangeal Joint, External Approach",false,true,false
886,Fintone,"Drainage of Right Hand Skin, External Approach, Diagnostic",false,false,false
887,Konklab,"Extraction of Right Mastoid Sinus, Perc Endo Approach",true,true,false
888,Holdlamis,"Removal of Int Fix from R Rib, Extern Approach",true,true,true
889,Prodder,"Removal of Int Fix from R Rib, Perc Approach",false,true,true
890,Y-Solowarm,"Occlusion R Com Iliac Art w Intralum Dev, Perc",false,true,true
891,Job,"Removal of Infusion Device from Lumsac Disc, Perc Approach",true,true,true
892,Fix San,"Replace of L Innom Vein with Nonaut Sub, Perc Endo Approach",false,false,false
893,Sub-Ex,"Reposition Phrenic Nerve, Percutaneous Endoscopic Approach",false,true,false
894,Fix San,"Dilation of Right Radial Artery, Open Approach",false,false,false
895,Y-Solowarm,CT Scan of R Kidney using H Osm Contrast,false,false,false
896,Mat Lam Tam,"Bypass Cystic Duct to Cyst Duct w Intralum Dev, Open",false,false,false
897,Hatity,"Restrict L Thyroid Art w Intralum Dev, Perc Endo",false,true,false
898,Matsoft,"Insert of Oth Dev into L Femoral Region, Perc Endo Approach",true,true,false
899,Asoka,"Release Left Ulna, Open Approach",true,true,true
900,Sonsing,"Replacement of Azygos Vein with Synth Sub, Open Approach",true,false,false
901,Flowdesk,"Removal of Int Fix from R Carpal, Perc Endo Approach",true,false,true
902,Cardguard,"Replace L Ext Jugular Vein w Synth Sub, Perc Endo",false,false,true
903,Zontrax,"Repair Face Artery, Percutaneous Approach",true,false,false
904,Trippledex,"Supplement T-lum Jt with Autol Sub, Perc Endo Approach",false,false,true
905,Andalax,"Occlusion L Fallopian Tube w Extralum Dev, Open",false,true,false
906,Domainer,"Dilate R Ulnar Art w Drug-elut Intra, Perc Endo",true,false,true
907,Bytecard,"Destruction of Lumbosacral Plexus, Open Approach",false,false,true
908,Kanlam,"Revision of Drain Dev in Pituitary Gland, Extern Approach",true,false,true
909,Cardify,"Insertion of Infusion Device into L Pulm Art, Perc Approach",false,true,true
910,Regrant,"Drainage of Intracranial Vein, Open Approach, Diagnostic",true,true,true
911,Namfix,"Transfuse Nonaut Whole Blood in Central Vein, Perc",false,false,true
912,Voyatouch,"Revision of Drainage Device in R Knee Jt, Perc Endo Approach",true,true,true
913,Tempsoft,"Release Right Eustachian Tube, Endo",false,false,true
914,Andalax,"Replacement of L Com Iliac Art with Autol Sub, Open Approach",true,false,false
915,Tin,"Occlusion Mesenteric Lymph w Intralum Dev, Open",false,false,true
916,Toughjoyfax,"Revision of Nonaut Sub in Chest Wall, Perc Endo Approach",false,false,true
917,Otcom,"Remove Infusion Dev from L Metacarpophal Jt, Extern",true,false,true
918,Fix San,"Introduce of Local Anesth into Pericard Cav, Perc Approach",false,true,true
919,Zathin,"Removal of Infusion Device from Lower Artery, Open Approach",true,false,false
920,Biodex,"Replacement of Right Vocal Cord with Nonaut Sub, Via Opening",false,false,true
921,Domainer,Planar Nucl Med Imag of Heart using Oth Radionuclide,true,true,false
922,Flowdesk,"Removal of Extraluminal Device from Fallopian Tube, Endo",true,true,false
923,Gembucket,LDR Brachytherapy of Oropharynx using Palladium 103,true,true,true
924,Latlux,"Supplement Cerebral Meninges with Autol Sub, Perc Approach",true,false,true
925,Stringtough,"Drainage of Left Frontal Sinus, Perc Endo Approach",true,false,false
926,Pannier,"Division of Right Wrist Bursa and Ligament, Perc Approach",true,false,true
927,Rank,Augment/Alt Comm Sys Assessment using AV Equipment,true,true,false
928,Tresom,"Control Bleeding in Left Shoulder Region, Perc Endo Approach",false,true,false
929,Solarbreeze,"Drainage of Left Tunica Vaginalis, Perc Approach, Diagn",true,true,false
930,Bigtax,"Occlusion of Sigmoid Colon with Intralum Dev, Via Opening",false,false,true
931,Zathin,"Respiratory System, Extraction",true,false,true
932,Home Ing,"Transfer Accessory Nerve to Facial Nerve, Perc Endo Approach",true,true,false
933,Fixflex,"Bypass L Com Iliac Art to R Com Ilia w Autol Vn, Open",true,true,false
934,Treeflex,"Bypass R Fem Art to Foot Art w Autol Art, Perc Endo",true,true,false
935,Regrant,"Resection of Bilateral Kidneys, Open Approach",true,false,true
936,Namfix,"Extirpation of Matter from R Subclav Vein, Perc Approach",true,true,true
937,Span,Beam Radiation of Chest using Neutron Capture,true,false,false
938,Cardguard,"Drainage of Accessory Nerve, Perc Endo Approach, Diagn",false,false,false
939,Aerified,"Supplement Right Atrium with Autol Sub, Open Approach",true,false,false
940,Konklux,Fluoroscopy of Lumbar Facet Joint(s) using Other Contrast,false,true,true
941,Bamity,"Insertion of Intraluminal Device into Rectum, Perc Approach",false,true,true
942,Voltsillam,"Motor Functn Treatment of Integu Head, Neck using Prosthesis",true,false,true
943,Zathin,"Revise Infusion Pump in Low Extrem Subcu/Fascia, Perc",true,true,false
944,Stronghold,"Revision of Infusion Device in Cerv Disc, Perc Endo Approach",true,false,true
945,Mat Lam Tam,"Inspection of Left Elbow Joint, Open Approach",false,true,true
946,Job,"Bypass Mid Esophag to Duoden with Nonaut Sub, Open Approach",true,false,false
947,Flexidy,Immobilization of Left Lower Leg using Splint,true,false,false
948,Tresom,"Destruction of Lower Esophagus, Open Approach",false,false,false
949,Alphazap,"Resection of Left Neck Lymphatic, Open Approach",false,false,true
950,Veribet,Vocation Activ/Commun Assessment using Oth Equip,false,false,false
951,Keylex,"Removal of Synth Sub from C-thor Jt, Open Approach",true,false,false
952,Bitwolf,"Lower Bones, Division",false,false,true
953,Cardify,"Resection of Stomach, Open Approach",false,true,false
954,Home Ing,"Removal of Infusion Dev from Retroperitoneum, Open Approach",true,false,false
955,Flowdesk,"Removal of Ext Fix from R Low Femur, Perc Endo Approach",false,false,false
956,Zathin,"Supplement L Pulm Vein with Nonaut Sub, Perc Approach",false,false,false
957,Stringtough,"Destruction of Left Sublingual Gland, Open Approach",true,true,true
958,Daltfresh,"Bypass Stomach to Transverse Colon, Perc Endo Approach",true,false,true
959,Y-Solowarm,"Occlusion Ileocecal Valve w Intralum Dev, Open",true,false,true
960,Greenlam,"Restrict Thor Aorta Desc w Fenestr Dev 1 or 2, Open",false,true,true
961,Treeflex,"Drainage of L Toe Phalanx Jt with Drain Dev, Open Approach",false,false,false
962,Bitchip,"Revision of Drain Dev in R Acromioclav Jt, Perc Approach",false,true,false
963,Zamit,"Transfuse Autol Hemat Stem Cell in Periph Vein, Perc",false,true,false
964,Subin,"Excision of Glossopharyngeal Nerve, Open Approach",false,true,true
965,Redhold,"Extirpate matter from Papillary Muscle, Perc Endo",true,true,false
966,Cardguard,"Fusion of Right Shoulder Joint with Autol Sub, Open Approach",true,false,true
967,Toughjoyfax,"Extraction of Lumbar Plexus, Perc Endo Approach",true,false,true
968,Voltsillam,"Introduction of Vasopressor into Central Art, Perc Approach",true,false,false
969,Tres-Zap,"Reposition Right Ankle Joint with Ext Fix, Perc Approach",false,true,false
970,Stringtough,"Revision of Synthetic Substitute in Lumsac Jt, Open Approach",false,false,false
971,Trippledex,"Dilate L Popl Art, Bifurc, w Intralum Dev, Perc Endo",false,true,true
972,Lotstring,"Supplement C-thor Jt with Autol Sub, Perc Endo Approach",true,false,true
973,Bitwolf,"Supplement Left Kidney Pelvis with Nonaut Sub, Endo",true,true,false
974,Keylex,"Dilation of Stomach with Intraluminal Device, Endo",false,true,true
975,Fix San,"Revision of Int Fix in R Clavicle, Perc Endo Approach",true,true,false
976,Sonair,"Extirpation of Matter from Trachea, Via Opening",false,false,true
977,Bytecard,"Introduction of Oth Hormone into Periph Vein, Perc Approach",false,true,true
978,Voltsillam,"Restriction of Splenic Vein with Extralum Dev, Perc Approach",true,false,true
979,Bytecard,"Resection of Paraganglion Extremity, Perc Endo Approach",true,true,false
980,Namfix,"Restriction of Cervix, Percutaneous Approach",true,true,false
981,Konklab,"Repair Left Thumb Phalanx, Percutaneous Endoscopic Approach",false,true,false
982,Y-find,"Repair Pharynx, Percutaneous Approach",true,false,false
983,Vagram,"Destruction of Left Tympanic Membrane, Open Approach",false,false,false
984,Trippledex,"Insertion of Int Fix into L Wrist Jt, Perc Endo Approach",true,true,true
985,Ventosanzap,Range of Motion and Joint Integrity Assessment of Neuro Body,false,true,false
986,Y-Solowarm,"Release Nose, Percutaneous Endoscopic Approach",false,true,true
987,Bytecard,"Revision of Ext Fix in R Metatarsal, Perc Approach",true,true,false
988,Tresom,Muscle Perform Trmt Integu Up Back/UE w Prosthesis,false,true,false
989,Latlux,"Alteration of Chest Subcu/Fascia, Open Approach",false,true,false
990,Duobam,"Reattachment of Left Upper Arm Tendon, Perc Endo Approach",false,true,false
991,Gembucket,"Excision of Left Knee Region, Perc Endo Approach, Diagn",false,true,true
992,Treeflex,"Excision of Right Pulmonary Artery, Open Approach, Diagn",true,false,true
993,Konklab,"Revision of Nonaut Sub in R Carpal, Perc Approach",true,false,true
994,Bytecard,Plain Radiography of Bilateral Kidneys,false,true,true
995,Fix San,"Drain L Metacarpocarp Jt w Drain Dev, Perc Endo",false,false,true
996,Mat Lam Tam,"Replace of Abd Subcu/Fascia with Autol Sub, Open Approach",false,false,false
997,Treeflex,"Revision of Nonaut Sub in Occip Jt, Open Approach",true,true,true
998,Aerified,"Replace of R Hand Vein with Nonaut Sub, Perc Endo Approach",true,false,false
999,Regrant,"Alteration of L Ankle with Autol Sub, Perc Approach",true,false,true
1000,Kanlam,"MRI of Thyroid Gland using Oth Contrast, Unenh, Enhance",false,false,true
